District,pvi06,pvi08,pvi10,pvi,rpvi
037,44.5893673476,-0.527698848463,18.5286417125,20.8634367372,GOP + 21
023,-12.9738939938,-28.68681666,-11.2323860372,-17.6310322304,DFL + 18
038,0.335751164043,-3.74273255814,4.65925123864,0.417423281514,EVEN
045,-22.2912683238,-23.9438372875,-15.2500085444,-20.4950380519,DFL + 20
022,7.41082309542,15.7806200876,25.4503014978,16.2139148936,GOP + 16
010,16.9896435606,13.7266194256,30.6518365235,20.4560331699,GOP + 20
011,2.95410585546,15.4709661777,22.5669558657,13.6640092996,GOP + 14
012,-6.36698466369,-15.5734727973,-0.908383885519,-7.61628044883,DFL + 8
013,15.6758106295,4.80263328409,48.1448606426,22.8744348521,GOP + 23
014,-2.03584531184,-11.1778497265,5.20141997222,-2.67075835537,DFL + 3
015,-12.3955628983,-9.88312238842,14.0631779918,-2.73850243162,DFL + 3
018,9.68763720755,21.9912610815,59.2761959201,30.3183647364,GOP + 30
017,-0.456765297328,1.19822199317,16.7934888647,5.84498185353,GOP + 6
054,-18.5865804549,-18.5695081815,-16.2894407282,-17.8151764549,DFL + 18
055,-32.8827524058,-29.2200494493,-16.8948472672,-26.3325497074,DFL + 26
056,-1.82875264271,-8.69377722196,4.29179832395,-2.07691051357,DFL + 2
031,-18.7839269165,-16.6116925954,5.05577021215,-10.1132830999,DFL + 10
050,-18.3193828984,-18.9996429118,-11.3747671932,-16.2312643345,DFL + 16
051,-13.6526780784,-9.75313428978,1.32584348069,-7.35998962917,DFL + 7
034,27.1745183205,30.7655581849,56.2644736061,38.0681833705,GOP + 38
053,3.64643945691,1.93867636758,11.2542217643,5.61311252959,GOP + 6
049,15.3817699824,4.20207193575,22.8674530734,14.1504316638,GOP + 14
016,9.69810998033,14.3130535404,26.1968123995,16.7359919734,GOP + 17
008,-20.9937404729,-16.2191600385,-2.82748030445,-13.3467936053,DFL + 13
043,-0.229825619811,0.283209098942,7.51688188603,2.52342178839,GOP + 3
006,-68.6164119014,-36.7562749916,-26.6016417775,-43.9914428902,DFL + 44
048,15.388079385,24.2913554164,33.7013073639,24.4602473884,GOP + 24
028,9.22661535597,6.63850182824,28.3151762499,14.726764478,GOP + 15
036,17.2472222222,18.7775575422,31.5095248288,22.5114348644,GOP + 23
019,19.0958731492,14.2848963701,30.6277661902,21.3361785698,GOP + 21
052,7.00812088816,21.953279499,27.1180804257,18.6931602709,GOP + 19
057,-4.61229736933,-0.314975218861,18.2107381679,4.4278218599,GOP + 4
032,17.9141756344,21.5895729119,29.1718555417,22.8918680293,GOP + 23
035,15.5766654488,17.020271431,32.0222078609,21.5397149136,GOP + 22
061,-78.1476272334,-64.0394960362,-73.3679485099,-71.8516905932,DFL + 72
060,-62.2715142472,-60.9088638067,-58.5605502334,-60.5803094291,DFL + 61
063,-36.770534372,-41.2351443124,-32.6002681062,-36.8686489302,DFL + 37
062,-64.3005550021,-62.7060923482,-61.1904404028,-62.7323625844,DFL + 63
065,-57.5749701159,-54.3759167423,-53.3914675203,-55.1141181262,DFL + 55
064,-44.9111784493,-49.426568971,-47.5490935417,-47.295613654,DFL + 47
067,-49.9895079215,-49.6824938664,-42.3153934834,-47.3291317571,DFL + 47
066,-56.1027113777,-55.7814051639,-52.3979009811,-54.7606725075,DFL + 55
047,-10.0196028835,-13.9654113311,-5.03295386459,-9.6726560264,DFL + 10
003,-58.9844861941,-20.3513022411,-7.3314451281,-28.8890778544,DFL + 29
024,20.1016125469,12.1177410762,33.7125829609,21.9773121947,GOP + 22
001,-11.1953393697,-11.392733564,9.49464012251,-4.36447760373,DFL + 4
026,5.17322411709,-14.6904484257,-13.9076085059,-7.80827760484,DFL + 8
007,-61.6382599847,-41.8007214585,-35.8660344248,-46.4350052894,DFL + 46
020,-14.1113153059,-18.4650543856,-2.74409928976,-11.7734896604,DFL + 12
005,-56.7988178703,-48.3759574192,-38.1113147487,-47.7620300127,DFL + 48
004,-12.1859406461,0.474020893736,7.81000029088,-1.30063982048,DFL + 1
033,48.5241159455,21.5576808676,31.1496376297,33.7438114809,GOP + 34
046,-30.1404669447,-33.3711237079,-19.2107613893,-27.5741173473,DFL + 28
009,-21.229738048,-15.9118176365,-2.47841726619,-13.2066576502,DFL + 13
044,-39.5391650336,-35.3836127466,-30.0027892274,-34.9751890025,DFL + 35
029,8.16780358806,-3.48715617186,9.07604504088,4.58556415236,GOP + 5
042,8.85106145874,-0.44416104136,17.9900423058,8.79898090773,GOP + 9
041,13.446265073,0.199644112669,3.87265637519,5.83952185361,GOP + 6
040,-22.6307427942,-22.4036315301,-9.05140218646,-18.0285921702,DFL + 18
025,6.82285127269,5.55989554271,1.09496550712,4.49257077417,GOP + 4
058,-56.7874290703,-65.9840262134,-60.1286359949,-60.9666970929,DFL + 61
002,-22.3550284807,-17.3452876734,-2.81675784037,-14.1723579982,DFL + 14
027,-6.9232925348,-23.503949789,-7.11429172806,-12.5138446839,DFL + 13
039,-36.6141385685,-34.1872465905,-21.5758742779,-30.7924198123,DFL + 31
030,-4.60559161258,-16.4543600816,-1.28620488563,-7.44871885993,DFL + 7
021,15.2107305781,18.6365685943,61.3097146521,31.7190046082,GOP + 32
059,-60.9416035841,-51.9281126823,-53.6904468033,-55.5200543565,DFL + 56
